,period_day,weekday_weekend,month,weekday
11777,morning,weekday,March,Thursday
11778,morning,weekday,March,Thursday
11779,morning,weekday,March,Thursday
11780,morning,weekday,March,Thursday
11781,morning,weekday,March,Thursday
11782,morning,weekday,March,Thursday
11783,morning,weekday,March,Thursday
11784,morning,weekday,March,Thursday
11785,morning,weekday,March,Thursday
11786,morning,weekday,March,Thursday
11787,morning,weekday,March,Thursday
11788,morning,weekday,March,Thursday
11789,morning,weekday,March,Thursday
11790,morning,weekday,March,Thursday
11791,morning,weekday,March,Thursday
11792,morning,weekday,March,Thursday
11793,morning,weekday,March,Thursday
11794,morning,weekday,March,Thursday
11795,morning,weekday,March,Thursday
11796,morning,weekday,March,Thursday
11797,morning,weekday,March,Thursday
11798,morning,weekday,March,Thursday
11799,morning,weekday,March,Thursday
11800,morning,weekday,March,Thursday
11801,morning,weekday,March,Thursday
11802,morning,weekday,March,Thursday
11803,morning,weekday,March,Thursday
11804,morning,weekday,March,Thursday
11805,morning,weekday,March,Thursday
11806,morning,weekday,March,Thursday
11807,morning,weekday,March,Thursday
11808,morning,weekday,March,Thursday
11809,afternoon,weekday,March,Thursday
11810,afternoon,weekday,March,Thursday
11811,afternoon,weekday,March,Thursday
11812,afternoon,weekday,March,Thursday
11813,afternoon,weekday,March,Thursday
11814,afternoon,weekday,March,Thursday
11815,afternoon,weekday,March,Thursday
11816,afternoon,weekday,March,Thursday
11817,afternoon,weekday,March,Thursday
11818,afternoon,weekday,March,Thursday
11819,afternoon,weekday,March,Thursday
11820,afternoon,weekday,March,Thursday
11821,afternoon,weekday,March,Thursday
11822,afternoon,weekday,March,Thursday
11823,afternoon,weekday,March,Thursday
11824,afternoon,weekday,March,Thursday
11825,afternoon,weekday,March,Thursday
11826,afternoon,weekday,March,Thursday
11827,afternoon,weekday,March,Thursday
11828,afternoon,weekday,March,Thursday
11829,afternoon,weekday,March,Thursday
11830,afternoon,weekday,March,Thursday
11831,afternoon,weekday,March,Thursday
11832,afternoon,weekday,March,Thursday
11833,afternoon,weekday,March,Thursday
11834,afternoon,weekday,March,Thursday
11835,afternoon,weekday,March,Thursday
11836,afternoon,weekday,March,Thursday
11837,afternoon,weekday,March,Thursday
11838,afternoon,weekday,March,Thursday
11839,afternoon,weekday,March,Thursday
11840,afternoon,weekday,March,Thursday
11841,afternoon,weekday,March,Thursday
11842,afternoon,weekday,March,Thursday
11843,afternoon,weekday,March,Thursday
11844,afternoon,weekday,March,Thursday
11845,afternoon,weekday,March,Thursday
11846,afternoon,weekday,March,Thursday
11847,afternoon,weekday,March,Thursday
11848,afternoon,weekday,March,Thursday
11849,afternoon,weekday,March,Thursday
11850,afternoon,weekday,March,Thursday
11851,afternoon,weekday,March,Thursday
11852,afternoon,weekday,March,Thursday
11853,afternoon,weekday,March,Thursday
11854,afternoon,weekday,March,Thursday
11855,afternoon,weekday,March,Thursday
11856,afternoon,weekday,March,Thursday
11857,afternoon,weekday,March,Thursday
11858,afternoon,weekday,March,Thursday
11859,afternoon,weekday,March,Thursday
11860,afternoon,weekday,March,Thursday
11861,afternoon,weekday,March,Thursday
11862,afternoon,weekday,March,Thursday
11863,afternoon,weekday,March,Thursday
11864,afternoon,weekday,March,Thursday
11865,afternoon,weekday,March,Thursday
11866,afternoon,weekday,March,Thursday
11867,afternoon,weekday,March,Thursday
11868,afternoon,weekday,March,Thursday
11869,afternoon,weekday,March,Thursday
11870,afternoon,weekday,March,Thursday
11871,afternoon,weekday,March,Thursday
11872,afternoon,weekday,March,Thursday
11873,afternoon,weekday,March,Thursday
11874,afternoon,weekday,March,Thursday
11875,afternoon,weekday,March,Thursday
11876,afternoon,weekday,March,Thursday
11877,afternoon,weekday,March,Thursday
11878,afternoon,weekday,March,Thursday
11879,afternoon,weekday,March,Thursday
11880,afternoon,weekday,March,Thursday
11881,evening,weekday,March,Thursday
11882,evening,weekday,March,Thursday
11883,morning,weekend,April,Sunday
11884,morning,weekend,April,Sunday
11885,morning,weekend,April,Sunday
11886,morning,weekend,April,Sunday
11887,morning,weekend,April,Sunday
11888,morning,weekend,April,Sunday
11889,morning,weekend,April,Sunday
11890,morning,weekend,April,Sunday
11891,morning,weekend,April,Sunday
11892,morning,weekend,April,Sunday
11893,morning,weekend,April,Sunday
11894,morning,weekend,April,Sunday
11895,morning,weekend,April,Sunday
11896,morning,weekend,April,Sunday
11897,morning,weekend,April,Sunday
11898,morning,weekend,April,Sunday
11899,morning,weekend,April,Sunday
11900,morning,weekend,April,Sunday
11901,morning,weekend,April,Sunday
11902,morning,weekend,April,Sunday
11903,morning,weekend,April,Sunday
11904,morning,weekend,April,Sunday
11905,morning,weekend,April,Sunday
11906,morning,weekend,April,Sunday
11907,morning,weekend,April,Sunday
11908,morning,weekend,April,Sunday
11909,morning,weekend,April,Sunday
11910,morning,weekend,April,Sunday
11911,morning,weekend,April,Sunday
11912,morning,weekend,April,Sunday
11913,morning,weekend,April,Sunday
11914,morning,weekend,April,Sunday
11915,morning,weekend,April,Sunday
11916,morning,weekend,April,Sunday
11917,morning,weekend,April,Sunday
11918,morning,weekend,April,Sunday
11919,morning,weekend,April,Sunday
11920,morning,weekend,April,Sunday
11921,morning,weekend,April,Sunday
11922,morning,weekend,April,Sunday
11923,morning,weekend,April,Sunday
11924,morning,weekend,April,Sunday
11925,morning,weekend,April,Sunday
11926,morning,weekend,April,Sunday
11927,morning,weekend,April,Sunday
11928,morning,weekend,April,Sunday
11929,morning,weekend,April,Sunday
11930,morning,weekend,April,Sunday
11931,morning,weekend,April,Sunday
11932,morning,weekend,April,Sunday
11933,morning,weekend,April,Sunday
11934,morning,weekend,April,Sunday
11935,morning,weekend,April,Sunday
11936,morning,weekend,April,Sunday
11937,morning,weekend,April,Sunday
11938,morning,weekend,April,Sunday
11939,morning,weekend,April,Sunday
11940,morning,weekend,April,Sunday
11941,morning,weekend,April,Sunday
11942,morning,weekend,April,Sunday
11943,morning,weekend,April,Sunday
11944,morning,weekend,April,Sunday
11945,morning,weekend,April,Sunday
11946,morning,weekend,April,Sunday
11947,morning,weekend,April,Sunday
11948,morning,weekend,April,Sunday
11949,morning,weekend,April,Sunday
11950,morning,weekend,April,Sunday
11951,morning,weekend,April,Sunday
11952,morning,weekend,April,Sunday
11953,morning,weekend,April,Sunday
11954,morning,weekend,April,Sunday
11955,morning,weekend,April,Sunday
11956,morning,weekend,April,Sunday
11957,afternoon,weekend,April,Sunday
11958,afternoon,weekend,April,Sunday
11959,afternoon,weekend,April,Sunday
11960,afternoon,weekend,April,Sunday
11961,afternoon,weekend,April,Sunday
11962,afternoon,weekend,April,Sunday
11963,afternoon,weekend,April,Sunday
11964,afternoon,weekend,April,Sunday
11965,afternoon,weekend,April,Sunday
11966,afternoon,weekend,April,Sunday
11967,afternoon,weekend,April,Sunday
11968,afternoon,weekend,April,Sunday
11969,afternoon,weekend,April,Sunday
11970,afternoon,weekend,April,Sunday
11971,afternoon,weekend,April,Sunday
11972,afternoon,weekend,April,Sunday
11973,afternoon,weekend,April,Sunday
11974,afternoon,weekend,April,Sunday
11975,afternoon,weekend,April,Sunday
11976,afternoon,weekend,April,Sunday
11977,afternoon,weekend,April,Sunday
11978,afternoon,weekend,April,Sunday
11979,afternoon,weekend,April,Sunday
11980,afternoon,weekend,April,Sunday
11981,afternoon,weekend,April,Sunday
11982,afternoon,weekend,April,Sunday
11983,afternoon,weekend,April,Sunday
11984,afternoon,weekend,April,Sunday
11985,afternoon,weekend,April,Sunday
11986,afternoon,weekend,April,Sunday
11987,afternoon,weekend,April,Sunday
11988,afternoon,weekend,April,Sunday
11989,afternoon,weekend,April,Sunday
11990,afternoon,weekend,April,Sunday
11991,afternoon,weekend,April,Sunday
11992,afternoon,weekend,April,Sunday
11993,afternoon,weekend,April,Sunday
11994,afternoon,weekend,April,Sunday
11995,afternoon,weekend,April,Sunday
11996,afternoon,weekend,April,Sunday
11997,afternoon,weekend,April,Sunday
11998,afternoon,weekend,April,Sunday
11999,afternoon,weekend,April,Sunday
12000,afternoon,weekend,April,Sunday
12001,afternoon,weekend,April,Sunday
12002,afternoon,weekend,April,Sunday
12003,afternoon,weekend,April,Sunday
12004,afternoon,weekend,April,Sunday
12005,afternoon,weekend,April,Sunday
12006,afternoon,weekend,April,Sunday
12007,afternoon,weekend,April,Sunday
12008,afternoon,weekend,April,Sunday
12009,afternoon,weekend,April,Sunday
12010,afternoon,weekend,April,Sunday
12011,afternoon,weekend,April,Sunday
12012,afternoon,weekend,April,Sunday
12013,afternoon,weekend,April,Sunday
12014,afternoon,weekend,April,Sunday
12015,afternoon,weekend,April,Sunday
12016,afternoon,weekend,April,Sunday
12017,afternoon,weekend,April,Sunday
12018,afternoon,weekend,April,Sunday
12019,afternoon,weekend,April,Sunday
12020,afternoon,weekend,April,Sunday
12021,afternoon,weekend,April,Sunday
12022,afternoon,weekend,April,Sunday
12023,afternoon,weekend,April,Sunday
12024,afternoon,weekend,April,Sunday
12025,afternoon,weekend,April,Sunday
12026,afternoon,weekend,April,Sunday
12027,afternoon,weekend,April,Sunday
12028,afternoon,weekend,April,Sunday
12029,afternoon,weekend,April,Sunday
12030,afternoon,weekend,April,Sunday
12031,afternoon,weekend,April,Sunday
12032,afternoon,weekend,April,Sunday
12033,afternoon,weekend,April,Sunday
12034,afternoon,weekend,April,Sunday
12035,afternoon,weekend,April,Sunday
12036,afternoon,weekend,April,Sunday
12037,afternoon,weekend,April,Sunday
12038,afternoon,weekend,April,Sunday
12039,afternoon,weekend,April,Sunday
12040,afternoon,weekend,April,Sunday
12041,afternoon,weekend,April,Sunday
12042,afternoon,weekend,April,Sunday
12043,afternoon,weekend,April,Sunday
12044,afternoon,weekend,April,Sunday
12045,afternoon,weekend,April,Sunday
12046,afternoon,weekend,April,Sunday
12047,afternoon,weekend,April,Sunday
12048,afternoon,weekend,April,Sunday
12049,afternoon,weekend,April,Sunday
12050,afternoon,weekend,April,Sunday
12051,afternoon,weekend,April,Sunday
12052,afternoon,weekend,April,Sunday
12053,afternoon,weekend,April,Sunday
12054,afternoon,weekend,April,Sunday
12055,afternoon,weekend,April,Sunday
12056,afternoon,weekend,April,Sunday
12057,afternoon,weekend,April,Sunday
12058,afternoon,weekend,April,Sunday
12059,afternoon,weekend,April,Sunday
12060,afternoon,weekend,April,Sunday
12061,afternoon,weekend,April,Sunday
12062,afternoon,weekend,April,Sunday
12063,afternoon,weekend,April,Sunday
12064,afternoon,weekend,April,Sunday
12065,afternoon,weekend,April,Sunday
12066,afternoon,weekend,April,Sunday
12067,afternoon,weekend,April,Sunday
12068,afternoon,weekend,April,Sunday
12069,afternoon,weekend,April,Sunday
12070,afternoon,weekend,April,Sunday
12071,afternoon,weekend,April,Sunday
12072,afternoon,weekend,April,Sunday
12073,afternoon,weekend,April,Sunday
12074,afternoon,weekend,April,Sunday
12075,afternoon,weekend,April,Sunday
12076,afternoon,weekend,April,Sunday
12077,afternoon,weekend,April,Sunday
12078,afternoon,weekend,April,Sunday
12079,afternoon,weekend,April,Sunday
12080,afternoon,weekend,April,Sunday
12081,afternoon,weekend,April,Sunday
12082,afternoon,weekend,April,Sunday
12083,afternoon,weekend,April,Sunday
12084,afternoon,weekend,April,Sunday
12085,afternoon,weekend,April,Sunday
12086,afternoon,weekend,April,Sunday
12087,afternoon,weekend,April,Sunday
12088,afternoon,weekend,April,Sunday
12089,afternoon,weekend,April,Sunday
12090,afternoon,weekend,April,Sunday
12091,afternoon,weekend,April,Sunday
12092,afternoon,weekend,April,Sunday
12093,afternoon,weekend,April,Sunday
12094,afternoon,weekend,April,Sunday
12095,afternoon,weekend,April,Sunday
12096,afternoon,weekend,April,Sunday
12097,afternoon,weekend,April,Sunday
12098,afternoon,weekend,April,Sunday
12099,afternoon,weekend,April,Sunday
12100,afternoon,weekend,April,Sunday
12101,afternoon,weekend,April,Sunday
12102,afternoon,weekend,April,Sunday
12103,afternoon,weekend,April,Sunday
12104,afternoon,weekend,April,Sunday
12105,afternoon,weekend,April,Sunday
12106,afternoon,weekend,April,Sunday
12107,evening,weekend,April,Sunday
12108,evening,weekend,April,Sunday
12109,evening,weekend,April,Sunday
12110,evening,weekend,April,Sunday
12111,evening,weekend,April,Sunday
12112,evening,weekend,April,Sunday
12113,evening,weekend,April,Sunday
12114,evening,weekend,April,Sunday
12115,evening,weekend,April,Sunday
12116,evening,weekend,April,Sunday
12117,evening,weekend,April,Sunday
12118,evening,weekend,April,Sunday
12119,evening,weekend,April,Sunday
12120,evening,weekend,April,Sunday
12121,evening,weekend,April,Sunday
12122,evening,weekend,April,Sunday
12123,evening,weekend,April,Sunday
12124,evening,weekend,April,Sunday
12125,evening,weekend,April,Sunday
12126,evening,weekend,April,Sunday
12127,evening,weekend,April,Sunday
12128,evening,weekend,April,Sunday
12129,evening,weekend,April,Sunday
12130,evening,weekend,April,Sunday
12131,evening,weekend,April,Sunday
12132,evening,weekend,April,Sunday
12133,evening,weekend,April,Sunday
12134,evening,weekend,April,Sunday
12135,evening,weekend,April,Sunday
12136,evening,weekend,April,Sunday
12137,evening,weekend,April,Sunday
12138,evening,weekend,April,Sunday
12139,evening,weekend,April,Sunday
12140,evening,weekend,April,Sunday
12141,evening,weekend,April,Sunday
12142,evening,weekend,April,Sunday
12143,evening,weekend,April,Sunday
12144,evening,weekend,April,Sunday
12145,evening,weekend,April,Sunday
12146,evening,weekend,April,Sunday
12147,evening,weekend,April,Sunday
12148,evening,weekend,April,Sunday
12149,evening,weekend,April,Sunday
12150,evening,weekend,April,Sunday
12151,evening,weekend,April,Sunday
12152,evening,weekend,April,Sunday
12153,evening,weekend,April,Sunday
12154,evening,weekend,April,Sunday
12155,evening,weekend,April,Sunday
12156,evening,weekend,April,Sunday
12157,evening,weekend,April,Sunday
12158,evening,weekend,April,Sunday
12159,evening,weekend,April,Sunday
12160,evening,weekend,April,Sunday
12161,evening,weekend,April,Sunday
12162,evening,weekend,April,Sunday
12163,evening,weekend,April,Sunday
12164,evening,weekend,April,Sunday
12165,evening,weekend,April,Sunday
12166,evening,weekend,April,Sunday
12167,evening,weekend,April,Sunday
12168,evening,weekend,April,Sunday
12169,evening,weekend,April,Sunday
12170,evening,weekend,April,Sunday
12171,evening,weekend,April,Sunday
12172,evening,weekend,April,Sunday
12173,evening,weekend,April,Sunday
12174,evening,weekend,April,Sunday
12175,morning,weekend,May,Tuesday
12176,morning,weekend,May,Tuesday
12177,morning,weekend,May,Tuesday
12178,morning,weekend,May,Tuesday
12179,morning,weekend,May,Tuesday
12180,morning,weekend,May,Tuesday
12181,morning,weekend,May,Tuesday
12182,morning,weekend,May,Tuesday
12183,morning,weekend,May,Tuesday
12184,morning,weekend,May,Tuesday
12185,morning,weekend,May,Tuesday
12186,morning,weekend,May,Tuesday
12187,morning,weekend,May,Tuesday
12188,morning,weekend,May,Tuesday
12189,morning,weekend,May,Tuesday
12190,morning,weekend,May,Tuesday
12191,morning,weekend,May,Tuesday
12192,morning,weekend,May,Tuesday
12193,morning,weekend,May,Tuesday
12194,morning,weekend,May,Tuesday
12195,morning,weekend,May,Tuesday
12196,morning,weekend,May,Tuesday
12197,morning,weekend,May,Tuesday
12198,morning,weekend,May,Tuesday
12199,morning,weekend,May,Tuesday
12200,morning,weekend,May,Tuesday
12201,morning,weekend,May,Tuesday
12202,morning,weekend,May,Tuesday
12203,morning,weekend,May,Tuesday
12204,morning,weekend,May,Tuesday
12205,morning,weekend,May,Tuesday
12206,morning,weekend,May,Tuesday
12207,morning,weekend,May,Tuesday
12208,morning,weekend,May,Tuesday
12209,morning,weekend,May,Tuesday
12210,morning,weekend,May,Tuesday
12211,morning,weekend,May,Tuesday
12212,morning,weekend,May,Tuesday
12213,morning,weekend,May,Tuesday
12214,morning,weekend,May,Tuesday
12215,morning,weekend,May,Tuesday
12216,morning,weekend,May,Tuesday
12217,morning,weekend,May,Tuesday
12218,morning,weekend,May,Tuesday
12219,morning,weekend,May,Tuesday
12220,morning,weekend,May,Tuesday
12221,morning,weekend,May,Tuesday
12222,morning,weekend,May,Tuesday
12223,morning,weekend,May,Tuesday
12224,morning,weekend,May,Tuesday
12225,morning,weekend,May,Tuesday
12226,morning,weekend,May,Tuesday
12227,morning,weekend,May,Tuesday
12228,morning,weekend,May,Tuesday
12229,morning,weekend,May,Tuesday
12230,morning,weekend,May,Tuesday
12231,morning,weekend,May,Tuesday
12232,morning,weekend,May,Tuesday
12233,morning,weekend,May,Tuesday
12234,morning,weekend,May,Tuesday
12235,morning,weekend,May,Tuesday
12236,morning,weekend,May,Tuesday
12237,morning,weekend,May,Tuesday
12238,morning,weekend,May,Tuesday
12239,afternoon,weekend,May,Tuesday
12240,afternoon,weekend,May,Tuesday
12241,afternoon,weekend,May,Tuesday
12242,afternoon,weekend,May,Tuesday
12243,afternoon,weekend,May,Tuesday
12244,afternoon,weekend,May,Tuesday
12245,afternoon,weekend,May,Tuesday
12246,afternoon,weekend,May,Tuesday
12247,afternoon,weekend,May,Tuesday
12248,afternoon,weekend,May,Tuesday
12249,afternoon,weekend,May,Tuesday
12250,afternoon,weekend,May,Tuesday
12251,afternoon,weekend,May,Tuesday
12252,afternoon,weekend,May,Tuesday
12253,afternoon,weekend,May,Tuesday
12254,afternoon,weekend,May,Tuesday
12255,afternoon,weekend,May,Tuesday
12256,afternoon,weekend,May,Tuesday
12257,afternoon,weekend,May,Tuesday
12258,afternoon,weekend,May,Tuesday
12259,afternoon,weekend,May,Tuesday
12260,afternoon,weekend,May,Tuesday
12261,afternoon,weekend,May,Tuesday
12262,afternoon,weekend,May,Tuesday
12263,afternoon,weekend,May,Tuesday
12264,afternoon,weekend,May,Tuesday
12265,afternoon,weekend,May,Tuesday
12266,afternoon,weekend,May,Tuesday
12267,afternoon,weekend,May,Tuesday
12268,afternoon,weekend,May,Tuesday
12269,afternoon,weekend,May,Tuesday
12270,afternoon,weekend,May,Tuesday
12271,afternoon,weekend,May,Tuesday
12272,afternoon,weekend,May,Tuesday
12273,afternoon,weekend,May,Tuesday
12274,afternoon,weekend,May,Tuesday
12275,afternoon,weekend,May,Tuesday
12276,afternoon,weekend,May,Tuesday
12277,afternoon,weekend,May,Tuesday
12278,afternoon,weekend,May,Tuesday
12279,afternoon,weekend,May,Tuesday
12280,afternoon,weekend,May,Tuesday
12281,afternoon,weekend,May,Tuesday
12282,afternoon,weekend,May,Tuesday
12283,afternoon,weekend,May,Tuesday
12284,afternoon,weekend,May,Tuesday
12285,afternoon,weekend,May,Tuesday
12286,afternoon,weekend,May,Tuesday
12287,afternoon,weekend,May,Tuesday
12288,afternoon,weekend,May,Tuesday
12289,afternoon,weekend,May,Tuesday
12290,afternoon,weekend,May,Tuesday
12291,afternoon,weekend,May,Tuesday
12292,afternoon,weekend,May,Tuesday
12293,afternoon,weekend,May,Tuesday
12294,afternoon,weekend,May,Tuesday
12295,afternoon,weekend,May,Tuesday
12296,afternoon,weekend,May,Tuesday
12297,afternoon,weekend,May,Tuesday
12298,afternoon,weekend,May,Tuesday
12299,afternoon,weekend,May,Tuesday
12300,afternoon,weekend,May,Tuesday
12301,afternoon,weekend,May,Tuesday
12302,afternoon,weekend,May,Tuesday
12303,afternoon,weekend,May,Tuesday
12304,afternoon,weekend,May,Tuesday
12305,afternoon,weekend,May,Tuesday
12306,afternoon,weekend,May,Tuesday
12307,afternoon,weekend,May,Tuesday
12308,afternoon,weekend,May,Tuesday
12309,afternoon,weekend,May,Tuesday
12310,afternoon,weekend,May,Tuesday
12311,afternoon,weekend,May,Tuesday
12312,afternoon,weekend,May,Tuesday
12313,afternoon,weekend,May,Tuesday
12314,afternoon,weekend,May,Tuesday
12315,afternoon,weekend,May,Tuesday
12316,afternoon,weekend,May,Tuesday
12317,afternoon,weekend,May,Tuesday
12318,afternoon,weekend,May,Tuesday
12319,afternoon,weekend,May,Tuesday
12320,afternoon,weekend,May,Tuesday
12321,afternoon,weekend,May,Tuesday
12322,afternoon,weekend,May,Tuesday
12323,afternoon,weekend,May,Tuesday
12324,afternoon,weekend,May,Tuesday
12325,afternoon,weekend,May,Tuesday
12326,afternoon,weekend,May,Tuesday
12327,afternoon,weekend,May,Tuesday
12328,afternoon,weekend,May,Tuesday
12329,afternoon,weekend,May,Tuesday
12330,afternoon,weekend,May,Tuesday
12331,afternoon,weekend,May,Tuesday
12332,afternoon,weekend,May,Tuesday
12333,afternoon,weekend,May,Tuesday
12334,afternoon,weekend,May,Tuesday
12335,afternoon,weekend,May,Tuesday
12336,afternoon,weekend,May,Tuesday
12337,afternoon,weekend,May,Tuesday
12338,afternoon,weekend,May,Tuesday
12339,afternoon,weekend,May,Tuesday
12340,afternoon,weekend,May,Tuesday
12341,afternoon,weekend,May,Tuesday
12342,afternoon,weekend,May,Tuesday
12343,afternoon,weekend,May,Tuesday
12344,afternoon,weekend,May,Tuesday
12345,morning,weekday,June,Friday
12346,morning,weekday,June,Friday
12347,morning,weekday,June,Friday
12348,morning,weekday,June,Friday
12349,morning,weekday,June,Friday
12350,morning,weekday,June,Friday
12351,morning,weekday,June,Friday
12352,morning,weekday,June,Friday
12353,morning,weekday,June,Friday
12354,morning,weekday,June,Friday
12355,morning,weekday,June,Friday
12356,morning,weekday,June,Friday
12357,morning,weekday,June,Friday
12358,morning,weekday,June,Friday
12359,morning,weekday,June,Friday
12360,morning,weekday,June,Friday
12361,morning,weekday,June,Friday
12362,morning,weekday,June,Friday
12363,morning,weekday,June,Friday
12364,morning,weekday,June,Friday
12365,morning,weekday,June,Friday
12366,morning,weekday,June,Friday
12367,morning,weekday,June,Friday
12368,morning,weekday,June,Friday
12369,morning,weekday,June,Friday
12370,morning,weekday,June,Friday
12371,morning,weekday,June,Friday
12372,morning,weekday,June,Friday
12373,morning,weekday,June,Friday
12374,morning,weekday,June,Friday
12375,morning,weekday,June,Friday
12376,morning,weekday,June,Friday
12377,morning,weekday,June,Friday
12378,morning,weekday,June,Friday
12379,morning,weekday,June,Friday
12380,morning,weekday,June,Friday
12381,morning,weekday,June,Friday
12382,morning,weekday,June,Friday
12383,morning,weekday,June,Friday
12384,morning,weekday,June,Friday
12385,morning,weekday,June,Friday
12386,morning,weekday,June,Friday
12387,morning,weekday,June,Friday
12388,morning,weekday,June,Friday
12389,afternoon,weekday,June,Friday
12390,afternoon,weekday,June,Friday
12391,afternoon,weekday,June,Friday
12392,afternoon,weekday,June,Friday
12393,afternoon,weekday,June,Friday
12394,afternoon,weekday,June,Friday
12395,afternoon,weekday,June,Friday
12396,afternoon,weekday,June,Friday
12397,afternoon,weekday,June,Friday
12398,afternoon,weekday,June,Friday
12399,afternoon,weekday,June,Friday
12400,afternoon,weekday,June,Friday
12401,afternoon,weekday,June,Friday
12402,afternoon,weekday,June,Friday
12403,afternoon,weekday,June,Friday
12404,afternoon,weekday,June,Friday
12405,afternoon,weekday,June,Friday
12406,afternoon,weekday,June,Friday
12407,afternoon,weekday,June,Friday
12408,afternoon,weekday,June,Friday
12409,afternoon,weekday,June,Friday
12410,afternoon,weekday,June,Friday
12411,afternoon,weekday,June,Friday
12412,afternoon,weekday,June,Friday
12413,afternoon,weekday,June,Friday
12414,afternoon,weekday,June,Friday
12415,afternoon,weekday,June,Friday
12416,afternoon,weekday,June,Friday
12417,afternoon,weekday,June,Friday
12418,afternoon,weekday,June,Friday
12419,afternoon,weekday,June,Friday
12420,afternoon,weekday,June,Friday
12421,afternoon,weekday,June,Friday
12422,afternoon,weekday,June,Friday
12423,afternoon,weekday,June,Friday
12424,afternoon,weekday,June,Friday
12425,afternoon,weekday,June,Friday
12426,afternoon,weekday,June,Friday
12427,afternoon,weekday,June,Friday
12428,afternoon,weekday,June,Friday
12429,afternoon,weekday,June,Friday
12430,afternoon,weekday,June,Friday
12431,afternoon,weekday,June,Friday
12432,afternoon,weekday,June,Friday
12433,afternoon,weekday,June,Friday
12434,afternoon,weekday,June,Friday
12435,afternoon,weekday,June,Friday
12436,afternoon,weekday,June,Friday
12437,afternoon,weekday,June,Friday
12438,afternoon,weekday,June,Friday
12439,afternoon,weekday,June,Friday
12440,afternoon,weekday,June,Friday
12441,afternoon,weekday,June,Friday
12442,afternoon,weekday,June,Friday
12443,afternoon,weekday,June,Friday
12444,afternoon,weekday,June,Friday
12445,afternoon,weekday,June,Friday
12446,afternoon,weekday,June,Friday
12447,afternoon,weekday,June,Friday
12448,afternoon,weekday,June,Friday
12449,afternoon,weekday,June,Friday
12450,afternoon,weekday,June,Friday
12451,afternoon,weekday,June,Friday
12452,afternoon,weekday,June,Friday
12453,afternoon,weekday,June,Friday
12454,afternoon,weekday,June,Friday
12455,afternoon,weekday,June,Friday
12456,afternoon,weekday,June,Friday
12457,afternoon,weekday,June,Friday
12458,afternoon,weekday,June,Friday
12459,afternoon,weekday,June,Friday
12460,afternoon,weekday,June,Friday
12461,afternoon,weekday,June,Friday
12462,afternoon,weekday,June,Friday
12463,afternoon,weekday,June,Friday
12464,afternoon,weekday,June,Friday
12465,afternoon,weekday,June,Friday
12466,afternoon,weekday,June,Friday
12467,afternoon,weekday,June,Friday
12468,afternoon,weekday,June,Friday
12469,afternoon,weekday,June,Friday
12470,afternoon,weekday,June,Friday
12471,afternoon,weekday,June,Friday
12472,afternoon,weekday,June,Friday
12473,afternoon,weekday,June,Friday
12474,afternoon,weekday,June,Friday
12475,afternoon,weekday,June,Friday
12476,evening,weekday,June,Friday
12477,evening,weekday,June,Friday
12478,evening,weekday,June,Friday
12479,evening,weekday,June,Friday
12480,evening,weekday,June,Friday
12481,morning,weekday,July,Sunday
12482,morning,weekday,July,Sunday
12483,morning,weekday,July,Sunday
12484,morning,weekday,July,Sunday
12485,morning,weekday,July,Sunday
12486,morning,weekday,July,Sunday
12487,morning,weekday,July,Sunday
12488,morning,weekday,July,Sunday
12489,morning,weekday,July,Sunday
12490,morning,weekday,July,Sunday
12491,morning,weekday,July,Sunday
12492,morning,weekday,July,Sunday
12493,morning,weekday,July,Sunday
12494,morning,weekday,July,Sunday
12495,morning,weekday,July,Sunday
12496,morning,weekday,July,Sunday
12497,morning,weekday,July,Sunday
12498,morning,weekday,July,Sunday
12499,morning,weekday,July,Sunday
12500,morning,weekday,July,Sunday
12501,morning,weekday,July,Sunday
12502,morning,weekday,July,Sunday
12503,morning,weekday,July,Sunday
12504,morning,weekday,July,Sunday
12505,morning,weekday,July,Sunday
12506,morning,weekday,July,Sunday
12507,morning,weekday,July,Sunday
12508,morning,weekday,July,Sunday
12509,morning,weekday,July,Sunday
12510,morning,weekday,July,Sunday
12511,morning,weekday,July,Sunday
12512,morning,weekday,July,Sunday
12513,morning,weekday,July,Sunday
12514,morning,weekday,July,Sunday
12515,morning,weekday,July,Sunday
12516,morning,weekday,July,Sunday
12517,morning,weekday,July,Sunday
12518,morning,weekday,July,Sunday
12519,morning,weekday,July,Sunday
12520,morning,weekday,July,Sunday
12521,morning,weekday,July,Sunday
12522,morning,weekday,July,Sunday
12523,morning,weekday,July,Sunday
12524,morning,weekday,July,Sunday
12525,morning,weekday,July,Sunday
12526,morning,weekday,July,Sunday
12527,afternoon,weekday,July,Sunday
12528,afternoon,weekday,July,Sunday
12529,afternoon,weekday,July,Sunday
12530,afternoon,weekday,July,Sunday
12531,afternoon,weekday,July,Sunday
12532,afternoon,weekday,July,Sunday
12533,afternoon,weekday,July,Sunday
12534,afternoon,weekday,July,Sunday
12535,afternoon,weekday,July,Sunday
12536,afternoon,weekday,July,Sunday
12537,afternoon,weekday,July,Sunday
12538,afternoon,weekday,July,Sunday
12539,afternoon,weekday,July,Sunday
12540,afternoon,weekday,July,Sunday
12541,afternoon,weekday,July,Sunday
12542,afternoon,weekday,July,Sunday
12543,afternoon,weekday,July,Sunday
12544,afternoon,weekday,July,Sunday
12545,afternoon,weekday,July,Sunday
